iter	Passed	Remaining
2607	108608	307835
2608	108648	307789
2609	108694	307759
2610	108736	307719
2611	108780	307685
2612	108823	307645
2613	108859	307589
2614	108897	307537
2615	108932	307476
2616	108976	307442
2617	109013	307386
2618	109051	307334
2619	109094	307296
2620	109133	307248
2621	109176	307209
2622	109216	307163
2623	109256	307117
2624	109298	307076
2625	109339	307033
2626	109380	306988
2627	109421	306945
2628	109460	306896
2629	109504	306862
2630	109548	306827
2631	109588	306780
2632	109630	306740
2633	109666	306681
2634	109706	306636
2635	109747	306592
2636	109789	306552
2637	109828	306504
2638	109871	306467
2639	109913	306424
2640	109955	306386
2641	109999	306349
2642	110045	306320
2643	110088	306282
2644	110130	306240
2645	110168	306189
2646	110208	306143
2647	110251	306105
2648	110290	306056
2649	110334	306021
2650	110371	305967
2651	110412	305923
2652	110452	305878
2653	110493	305835
2654	110533	305787
2655	110576	305751
2656	110616	305705
2657	110659	305666
2658	110699	305619
2659	110741	305580
2660	110783	305538
2661	110826	305502
2662	110868	305459
2663	110908	305415
2664	110950	305373
2665	110988	305322
2666	111028	305275
2667	111068	305230
2668	111112	305194
2669	111155	305155
2670	111198	305119
2671	111241	305082
2672	111282	305039
2673	111322	304992
2674	111364	304951
2675	111406	304909
2676	111445	304861
2677	111487	304820
2678	111531	304786
2679	111569	304733
2680	111618	304712
2681	111660	304671
2682	111698	304619
2683	111740	304580
2684	111784	304544
2685	111819	304485
2686	111863	304449
2687	111905	304408
2688	111944	304360
2689	111985	304316
2690	112030	304285
2691	112069	304235
2692	112110	304193
2693	112155	304160
2694	112196	304117
2695	112240	304081
2696	112284	304045
2697	112325	304002
2698	112365	303956
2699	112404	303908
2700	112448	303872
2701	112485	303820
2702	112522	303763
2703	112561	303717
2704	112602	303673
2705	112639	303618
2706	112680	303575
2707	112722	303534
2708	112760	303484
2709	112803	303446
2710	112845	303405
2711	112886	303362
2712	112928	303320
2713	112971	303283
2714	113010	303233
2715	113052	303195
2716	113096	303158
2717	113138	303119
2718	113176	303067
2719	113212	303008
2720	113251	302961
2721	113293	302921
2722	113336	302881
2723	113375	302833
2724	113417	302794
2725	113454	302740
2726	113492	302688
2727	113530	302638
2728	113572	302595
2729	113612	302549
2730	113652	302505
2731	113696	302468
2732	113732	302412
2733	113775	302375
2734	113816	302332
2735	113851	302273
2736	113898	302244
2737	113939	302202
2738	113979	302156
2739	114015	302098
2740	114055	302052
2741	114098	302016
2742	114138	301969
2743	114179	301925
2744	114220	301883
2745	114252	301817
2746	114292	301769
2747	114334	301729
2748	114377	301691
2749	114418	301649
2750	114455	301594
2751	114499	301559
2752	114538	301511
2753	114580	301469
2754	114623	301431
2755	114664	301390
2756	114705	301346
2757	114747	301306
2758	114789	301266
2759	114830	301222
2760	114872	301182
2761	114910	301131
2762	114953	301091
2763	114992	301043
2764	115033	301001
2765	115075	300960
2766	115119	300925
2767	115160	300881
2768	115199	300832
2769	115241	300792
2770	115286	300759
2771	115324	300710
2772	115403	300764
2773	115444	300720
2774	115481	300667
2775	115519	300617
2776	115564	300585
2777	115604	300538
2778	115644	300493
2779	115685	300449
2780	115723	300397
2781	115760	300343
2782	115802	300304
2783	115845	300266
2784	115887	300226
2785	115925	300174
2786	115962	300121
2787	116002	300075
2788	116042	300028
2789	116080	299978
2790	116121	299934
2791	116163	299893
2792	116205	299855
2793	116246	299810
2794	116290	299775
2795	116331	299733
2796	116372	299689
2797	116414	299647
2798	116455	299606
2799	116499	299571
2800	116541	299528
2801	116582	299485
2802	116623	299442
2803	116660	299389
2804	116701	299346
2805	116740	299297
2806	116782	299257
2807	116824	299216
2808	116862	299165
2809	116903	299123
2810	116942	299075
2811	116985	299037
2812	117024	298989
2813	117063	298941
2814	117101	298890
2815	117142	298845
2816	117184	298806
2817	117225	298762
2818	117268	298724
2819	117311	298686
2820	117349	298636
2821	117391	298596
2822	117429	298543
2823	117467	298494
2824	117504	298439
2825	117540	298385
2826	117584	298349
2827	117625	298306
2828	117661	298251
2829	117704	298212
2830	117741	298159
2831	117777	298104
2832	117819	298064
2833	117859	298016
2834	117903	297982
2835	117948	297948
2836	117989	297906
2837	118025	297850
2838	118064	297801
2839	118104	297757
2840	118154	297737
2841	118197	297696
2842	118234	297646
2843	118277	297607
2844	118320	297568
2845	118362	297528
2846	118406	297492
2847	118448	297451
2848	118483	297394
2849	118523	297347
2850	118567	297311
2851	118610	297274
2852	118646	297220
2853	118693	297190
2854	118736	297153
2855	118779	297114
2856	118818	297067
2857	118858	297021
2858	118898	296974
2859	118938	296931
2860	118982	296893
2861	119020	296844
2862	119063	296806
2863	119107	296769
2864	119147	296724
2865	119189	296685
2866	119230	296641
2867	119267	296588
2868	119311	296553
2869	119351	296506
2870	119391	296462
2871	119434	296422
2872	119473	296376
2873	119513	296329
2874	119557	296294
2875	119596	296245
2876	119640	296209
2877	119683	296172
2878	119726	296134
2879	119770	296098
2880	119817	296070
2881	119852	296012
2882	119893	295970
2883	119930	295918
2884	119970	295870
2885	120010	295825
2886	120047	295773
2887	120084	295721
2888	120124	295675
2889	120166	295633
2890	120206	295588
2891	120242	295533
2892	120282	295489
2893	120319	295434
2894	120358	295388
2895	120397	295338
2896	120434	295285
2897	120474	295241
2898	120512	295190
2899	120553	295147
2900	120597	295113
2901	120639	295071
2902	120675	295017
2903	120718	294978
2904	120756	294928
2905	120796	294882
2906	120834	294832
2907	120878	294797
2908	120914	294742
2909	120957	294702
2910	120994	294650
2911	121035	294608
2912	121073	294559
2913	121117	294523
2914	121159	294482
2915	121202	294444
2916	121242	294398
2917	121285	294360
2918	121325	294314
2919	121367	294275
2920	121407	294229
2921	121451	294193
2922	121493	294152
2923	121536	294114
2924	121579	294075
2925	121616	294024
2926	121660	293987
2927	121702	293947
2928	121741	293900
2929	121784	293861
2930	121824	293815
2931	121865	293774
2932	121906	293732
2933	121946	293685
2934	121982	293629
2935	122029	293601
2936	122064	293546
2937	122104	293499
2938	122138	293439
2939	122173	293383
2940	122210	293330
2941	122243	293267
2942	122281	293218
2943	122325	293182
2944	122366	293140
2945	122411	293105
2946	122447	293051
2947	122488	293007
2948	122523	292950
2949	122563	292905
2950	122603	292859
2951	122646	292823
2952	122684	292771
2953	122721	292720
2954	122762	292676
2955	122803	292633
2956	122842	292588
2957	122886	292550
2958	122923	292498
2959	122962	292450
2960	123000	292400
2961	123037	292349
2962	123084	292320
2963	123121	292268
2964	123154	292205
2965	123195	292163
2966	123237	292123
2967	123282	292088
2968	123320	292039
2969	123361	291998
2970	123399	291947
2971	123441	291907
2972	123476	291850
2973	123520	291815
2974	123560	291768
2975	123602	291729
2976	123644	291689
2977	123692	291661
2978	123732	291617
2979	123774	291575
2980	123814	291532
2981	123850	291477
2982	123888	291426
2983	123931	291389
2984	123970	291341
2985	124004	291281
2986	124041	291230
2987	124083	291190
2988	124116	291128
2989	124160	291092
2990	124199	291044
2991	124240	291002
2992	124285	290968
2993	124327	290927
2994	124364	290875
2995	124408	290839
2996	124453	290806
2997	124489	290752
2998	124528	290704
2999	124570	290664
3000	124609	290618
3001	124648	290569
3002	124697	290545
3003	124738	290503
3004	124776	290452
3005	124814	290402
3006	124855	290360
3007	124895	290314
3008	124936	290271
3009	124974	290222
3010	125012	290173
3011	125048	290119
3012	125091	290081
3013	125134	290043
3014	125175	289999
3015	125247	290029
3016	125287	289985
3017	125328	289940
3018	125364	289888
3019	125403	289838
3020	125443	289795
3021	125486	289756
3022	125526	289710
3023	125563	289660
3024	125600	289608
3025	125644	289571
3026	125682	289522
3027	125718	289468
3028	125760	289427
3029	125800	289383
3030	125842	289342
3031	125880	289292
3032	125921	289249
3033	125960	289202
3034	125998	289152
3035	126036	289103
3036	126078	289063
3037	126121	289025
3038	126162	288981
3039	126205	288944
3040	126242	288892
3041	126280	288842
3042	126322	288801
3043	126364	288762
3044	126400	288708
3045	126436	288654
3046	126476	288608
3047	126517	288565
3048	126558	288523
3049	126600	288484
3050	126640	288438
3051	126680	288393
3052	126721	288351
3053	126757	288295
3054	126797	288251
3055	126841	288215
3056	126880	288169
3057	126921	288126
3058	126955	288066
3059	126996	288025
3060	127037	287982
3061	127077	287937
3062	127121	287900
3063	127164	287862
3064	127205	287820
3065	127243	287771
3066	127283	287725
3067	127324	287682
3068	127368	287647
3069	127408	287602
3070	127448	287557
3071	127484	287503
3072	127525	287461
3073	127561	287406
3074	127602	287364
3075	127639	287312
3076	127678	287267
3077	127721	287227
3078	127760	287180
3079	127798	287132
3080	127838	287087
3081	127878	287041
3082	127916	286992
3083	127956	286947
3084	127997	286904
3085	128044	286875
3086	128088	286841
3087	128128	286795
3088	128169	286752
3089	128211	286712
3090	128248	286660
3091	128288	286615
3092	128328	286571
3093	128366	286522
3094	128407	286479
3095	128450	286440
3096	128491	286399
3097	128533	286358
3098	128575	286317
3099	128616	286276
3100	128656	286230
3101	128700	286194
3102	128737	286142
3103	128776	286095
3104	128817	286053
3105	128858	286012
3106	128898	285966
3107	128935	285914
3108	128974	285867
3109	129018	285833
3110	129057	285785
3111	129100	285746
3112	129142	285706
3113	129181	285660
3114	129218	285608
3115	129255	285557
3116	129294	285510
3117	129333	285463
3118	129373	285417
3119	129415	285377
3120	129453	285328
3121	129495	285288
3122	129533	285238
3123	129568	285184
3124	129606	285134
3125	129645	285087
3126	129683	285038
3127	129731	285010
3128	129766	284955
3129	129808	284916
3130	129853	284882
3131	129891	284831
3132	129933	284791
3133	129968	284737
3134	130007	284689
3135	130047	284644
3136	130085	284595
3137	130127	284556
3138	130164	284504
3139	130200	284450
3140	130241	284408
3141	130285	284372
3142	130328	284334
3143	130369	284291
3144	130409	284247
3145	130447	284198
3146	130490	284160
3147	130533	284120
3148	130577	284085
3149	130612	284029
3150	130652	283984
3151	130692	283941
3152	130736	283906
3153	130780	283869
3154	130821	283826
3155	130859	283776
3156	130892	283718
3157	130931	283670
3158	130967	283617
3159	131007	283573
3160	131046	283526
3161	131097	283504
3162	131138	283463
3163	131179	283421
3164	131217	283371
3165	131255	283323
3166	131295	283279
3167	131338	283240
3168	131372	283183
3169	131409	283131
3170	131446	283079
3171	131488	283040
3172	131530	282999
3173	131567	282948
3174	131608	282906
3175	131648	282861
3176	131685	282810
3177	131728	282772
3178	131765	282721
3179	131799	282664
3180	131835	282612
3181	131877	282570
3182	131917	282525
3183	131958	282483
3184	131998	282439
3185	132037	282393
3186	132074	282342
3187	132111	282290
3188	132152	282247
3189	132192	282204
3190	132236	282168
3191	132276	282123
3192	132314	282075
3193	132356	282034
3194	132395	281987
3195	132437	281947
3196	132477	281902
3197	132514	281852
3198	132554	281807
3199	132595	281764
3200	132633	281717
3201	132673	281672
3202	132714	281630
3203	132757	281592
3204	132798	281549
3205	132842	281512
3206	132879	281462
3207	132920	281421
3208	132959	281373
3209	133002	281334
3210	133046	281298
3211	133086	281254
3212	133122	281202
3213	133162	281157
3214	133200	281108
3215	133242	281068
3216	133286	281032
3217	133327	280989
3218	133367	280945
3219	133403	280893
3220	133441	280843
3221	133479	280795
3222	133516	280745
3223	133554	280696
3224	133590	280642
3225	133632	280602
3226	133675	280564
3227	133717	280524
3228	133760	280486
3229	133804	280450
3230	133845	280408
3231	133886	280365
3232	133924	280317
3233	133967	280279
3234	134002	280223
3235	134043	280182
3236	134081	280133
3237	134123	280092
3238	134164	280052
3239	134203	280005
3240	134241	279957
3241	134280	279909
3242	134323	279872
3243	134364	279828
3244	134406	279789
3245	134446	279744
3246	134486	279701
3247	134526	279656
3248	134564	279607
3249	134611	279577
3250	134646	279523
3251	134687	279480
3252	134727	279436
3253	134793	279445
3254	134833	279400
3255	134872	279355
3256	134912	279309
3257	134954	279269
3258	134993	279223
3259	135036	279186
3260	135074	279138
3261	135117	279100
3262	135162	279064
3263	135197	279010
3264	135237	278966
3265	135274	278915
3266	135313	278870
3267	135355	278828
3268	135394	278782
3269	135434	278738
3270	135471	278687
3271	135509	278639
3272	135545	278586
3273	135584	278540
3274	135623	278494
3275	135664	278452
3276	135705	278409
3277	135743	278361
3278	135778	278307
3279	135818	278261
3280	135861	278223
3281	135895	278167
3282	135934	278121
3283	135975	278078
3284	136017	278039
3285	136054	277989
3286	136097	277949
3287	136135	277900
3288	136171	277848
3289	136214	277810
3290	136250	277759
3291	136290	277714
3292	136323	277655
3293	136360	277606
3294	136399	277558
3295	136440	277516
3296	136477	277467
3297	136514	277415
3298	136556	277375
3299	136597	277334
3300	136637	277289
3301	136682	277255
3302	136718	277204
3303	136758	277160
3304	136801	277120
3305	136839	277072
3306	136880	277030
3307	136924	276993
3308	136961	276945
3309	136998	276894
3310	137041	276856
3311	137080	276810
3312	137121	276767
3313	137157	276715
3314	137194	276666
3315	137236	276625
3316	137274	276575
3317	137313	276531
3318	137348	276476
3319	137387	276430
3320	137426	276385
3321	137464	276335
3322	137504	276292
3323	137548	276256
3324	137586	276207
3325	137621	276153
3326	137662	276110
3327	137705	276072
3328	137744	276026
3329	137782	275978
3330	137819	275928
3331	137859	275884
3332	137900	275841
3333	137937	275792
3334	137973	275740
3335	138011	275692
3336	138050	275645
3337	138089	275599
3338	138140	275577
3339	138182	275537
3340	138218	275485
3341	138258	275440
3342	138298	275396
3343	138335	275347
3344	138373	275299
3345	138413	275254
3346	138456	275217
3347	138500	275181
3348	138539	275134
3349	138579	275091
3350	138615	275037
3351	138647	274979
3352	138689	274938
3353	138732	274901
3354	138775	274862
3355	138816	274819
3356	138857	274778
3357	138895	274730
3358	138934	274684
3359	138972	274636
3360	139015	274598
3361	139052	274547
3362	139089	274497
3363	139132	274459
3364	139173	274418
3365	139216	274380
3366	139257	274337
3367	139291	274282
3368	139330	274236
3369	139367	274185
3370	139409	274145
3371	139448	274099
3372	139488	274056
3373	139543	274040
3374	139581	273992
3375	139622	273951
3376	139663	273908
3377	139705	273869
3378	139743	273820
3379	139786	273782
3380	139825	273737
3381	139864	273690
3382	139900	273639
3383	139938	273591
3384	139974	273540
3385	140014	273495
3386	140051	273446
3387	140087	273394
3388	140125	273346
3389	140164	273299
3390	140201	273249
3391	140244	273212
3392	140283	273165
3393	140324	273124
3394	140364	273080
3395	140407	273042
3396	140450	273004
3397	140489	272958
3398	140531	272917
3399	140568	272868
3400	140610	272828
3401	140648	272780
3402	140683	272727
3403	140722	272681
3404	140763	272638
3405	140807	272602
3406	140844	272553
3407	140884	272509
3408	140925	272467
3409	140970	272433
3410	141013	272395
3411	141056	272356
3412	141096	272311
3413	141138	272272
3414	141180	272232
3415	141220	272187
3416	141254	272132
3417	141294	272089
3418	141333	272043
3419	141374	272001
3420	141417	271963
3421	141458	271920
3422	141497	271874
3423	141538	271833
3424	141576	271785
3425	141617	271744
3426	141653	271692
3427	141694	271649
3428	141728	271595
3429	141769	271552
3430	141806	271502
3431	141848	271463
3432	141881	271406
3433	141917	271354
3434	141957	271309
3435	141996	271263
3436	142039	271225
3437	142079	271182
3438	142116	271133
3439	142156	271089
3440	142192	271038
3441	142235	270999
3442	142279	270962
3443	142322	270924
3444	142365	270886
3445	142404	270841
3446	142446	270801
3447	142490	270765
3448	142532	270725
3449	142570	270677
3450	142611	270635
3451	142648	270586
3452	142688	270542
3453	142726	270494
3454	142769	270457
3455	142810	270415
3456	142851	270372
3457	142892	270329
3458	142930	270282
3459	142970	270239
3460	143044	270259
3461	143095	270235
3462	143134	270190
3463	143176	270150
3464	143218	270110
3465	143256	270062
3466	143294	270014
3467	143327	269958
3468	143368	269915
3469	143407	269871
3470	143451	269833
3471	143496	269799
3472	143537	269758
3473	143574	269708
3474	143613	269663
3475	143657	269626
3476	143694	269576
3477	143739	269543
3478	143783	269506
3479	143821	269458
3480	143857	269407
3481	143899	269367
3482	143939	269324
3483	143979	269280
3484	144017	269231
3485	144058	269190
3486	144100	269150
3487	144140	269106
3488	144180	269062
3489	144218	269014
3490	144255	268966
3491	144297	268926
3492	144341	268888
3493	144380	268843
3494	144418	268795
3495	144456	268748
3496	144492	268697
3497	144531	268652
3498	144570	268606
3499	144612	268565
3500	144650	268518
3501	144689	268473
3502	144732	268435
3503	144772	268390
3504	144811	268345
3505	144852	268304
3506	144892	268260
3507	144929	268210
3508	144966	268161
3509	145005	268114
3510	145041	268064
3511	145077	268012
3512	145119	267974
3513	145157	267925
3514	145194	267875
3515	145232	267829
3516	145268	267777
3517	145311	267739
3518	145349	267691
3519	145385	267641
3520	145427	267601
3521	145467	267558
3522	145506	267512
3523	145549	267474
3524	145584	267420
3525	145622	267374
3526	145663	267331
3527	145702	267286
3528	145743	267243
3529	145776	267187
3530	145816	267144
3531	145852	267092
3532	145884	267034
3533	145926	266995
3534	145963	266946
3535	146003	266902
3536	146043	266858
3537	146084	266817
3538	146123	266771
3539	146157	266717
3540	146199	266676
3541	146240	266634
3542	146279	266590
3543	146321	266549
3544	146360	266504
3545	146397	266454
3546	146434	266405
3547	146480	266373
3548	146517	266324
3549	146556	266279
3550	146594	266231
3551	146631	266182
3552	146673	266141
3553	146715	266102
3554	146756	266061
3555	146794	266012
3556	146833	265967
3557	146871	265920
3558	146913	265881
3559	146953	265836
3560	146993	265793
3561	147028	265740
3562	147071	265701
3563	147111	265658
3564	147152	265617
3565	147189	265568
3566	147229	265524
3567	147270	265483
3568	147309	265438
3569	147348	265392
3570	147386	265344
3571	147425	265300
3572	147467	265260
3573	147505	265212
3574	147541	265161
3575	147579	265113
3576	147621	265074
3577	147661	265030
3578	147695	264977
3579	147729	264922
3580	147770	264881
3581	147810	264837
3582	147851	264795
3583	147902	264771
3584	147942	264729
3585	147983	264686
3586	148022	264641
3587	148062	264598
3588	148103	264555
3589	148143	264513
3590	148187	264475
3591	148225	264429
3592	148263	264381
3593	148303	264337
3594	148347	264301
3595	148383	264251
3596	148417	264197
3597	148455	264149
3598	148494	264104
3599	148532	264057
3600	148569	264009
3601	148608	263964
3602	148647	263918
3603	148689	263879
3604	148729	263834
3605	148770	263792
3606	148810	263749
3607	148853	263710
3608	148893	263668
3609	148929	263617
3610	148968	263572
3611	149009	263530
3612	149051	263491
3613	149091	263446
3614	149131	263404
3615	149170	263358
3616	149209	263312
3617	149244	263261
3618	149278	263206
3619	149331	263185
3620	149367	263136
3621	149409	263095
3622	149446	263047
3623	149484	263001
3624	149527	262962
3625	149566	262916
3626	149602	262866
3627	149641	262820
3628	149681	262778
3629	149720	262732
3630	149758	262685
3631	149799	262644
3632	149836	262595
3633	149873	262547
3634	149911	262499
3635	149952	262458
3636	149995	262419
3637	150038	262381
3638	150075	262332
3639	150107	262275
3640	150145	262229
3641	150183	262181
3642	150224	262139
3643	150263	262094
3644	150303	262052
3645	150340	262003
3646	150378	261956
3647	150418	261913
3648	150458	261870
3649	150499	261827
3650	150536	261779
3651	150573	261730
3652	150612	261684
3653	150659	261654
3654	150700	261612
3655	150738	261566
3656	150777	261521
3657	150815	261474
3658	150858	261435
3659	150896	261388
3660	150939	261350
3661	150977	261303
3662	151017	261261
3663	151059	261220
3664	151101	261180
3665	151137	261129
3666	151179	261090
3667	151223	261053
3668	151267	261018
3669	151310	260979
3670	151351	260938
3671	151393	260898
3672	151430	260848
3673	151468	260802
3674	151508	260759
3675	151549	260718
3676	151588	260672
3677	151630	260633
3678	151668	260585
3679	151705	260537
3680	151743	260491
3681	151785	260451
3682	151829	260413
3683	151872	260376
3684	151912	260333
3685	151952	260290
3686	151994	260250
3687	152036	260210
3688	152072	260160
3689	152112	260116
3690	152150	260070
3691	152191	260028
3692	152268	260048
3693	152307	260003
3694	152352	259967
3695	152394	259927
3696	152436	259888
3697	152480	259851
3698	152522	259812
3699	152561	259767
3700	152596	259715
3701	152638	259674
3702	152678	259631
3703	152715	259582
3704	152753	259537
3705	152795	259496
3706	152832	259448
3707	152877	259414
3708	152915	259366
3709	152954	259321
3710	152992	259274
3711	153028	259224
3712	153071	259186
3713	153111	259142
3714	153148	259094
3715	153184	259044
3716	153226	259005
3717	153267	258963
3718	153301	258910
3719	153343	258869
3720	153386	258832
3721	153429	258793
3722	153467	258747
3723	153505	258700
3724	153542	258651
3725	153581	258606
3726	153621	258563
3727	153664	258526
3728	153706	258485
3729	153743	258436
3730	153783	258394
3731	153821	258347
3732	153861	258304
3733	153907	258270
3734	153946	258226
3735	153983	258178
3736	154023	258134
3737	154063	258091
3738	154103	258047
3739	154143	258004
3740	154179	257954
3741	154217	257907
3742	154258	257866
3743	154295	257818
3744	154336	257776
3745	154375	257731
3746	154415	257688
3747	154451	257639
3748	154493	257599
3749	154526	257544
3750	154569	257505
3751	154613	257469
3752	154652	257425
3753	154694	257384
3754	154736	257345
3755	154776	257301
3756	154814	257255
3757	154858	257219
3758	154902	257181
3759	154944	257142
3760	154978	257088
3761	155017	257043
3762	155058	257001
3763	155098	256959
3764	155137	256914
3765	155172	256862
3766	155209	256815
3767	155248	256770
3768	155290	256729
3769	155326	256680
3770	155370	256643
3771	155411	256601
3772	155447	256552
3773	155487	256509
3774	155527	256466
3775	155564	256418
3776	155604	256374
3777	155640	256324
3778	155682	256284
3779	155717	256233
3780	155761	256197
3781	155806	256161
3782	155842	256112
3783	155882	256069
3784	155921	256024
3785	155959	255978
3786	155999	255935
3787	156038	255890
3788	156087	255861
3789	156130	255822
3790	156166	255774
3791	156212	255740
3792	156252	255697
3793	156295	255659
3794	156334	255614
3795	156372	255567
3796	156407	255515
3797	156445	255470
3798	156483	255423
3799	156518	255371
3800	156555	255323
3801	156595	255281
3802	156635	255237
3803	156675	255195
3804	156717	255155
3805	156759	255115
3806	156800	255073
3807	156839	255029
3808	156875	254979
3809	156909	254926
3810	156948	254882
3811	156983	254830
3812	157023	254788
3813	157060	254739
3814	157101	254697
3815	157140	254653
3816	157179	254609
3817	157219	254565
3818	157258	254520
3819	157297	254475
3820	157337	254433
3821	157377	254389
3822	157413	254341
3823	157456	254302
3824	157492	254253
3825	157530	254205
3826	157568	254159
3827	157607	254115
3828	157646	254071
3829	157681	254019
3830	157727	253986
3831	157769	253946
3832	157806	253899
3833	157848	253858
3834	157887	253814
3835	157924	253766
3836	157963	253720
3837	158004	253679
3838	158041	253631
3839	158085	253596
3840	158121	253545
3841	158162	253504
3842	158200	253458
3843	158237	253411
3844	158275	253364
3845	158311	253315
3846	158349	253268
3847	158394	253234
3848	158441	253202
3849	158481	253158
3850	158521	253115
3851	158559	253069
3852	158597	253023
3853	158640	252984
3854	158683	252946
3855	158731	252916
3856	158790	252903
3857	158830	252860
3858	158866	252811
3859	158900	252759
3860	158940	252715
3861	158982	252676
3862	159024	252635
3863	159058	252583
3864	159096	252537
3865	159135	252493
3866	159172	252444
3867	159215	252406
3868	159255	252364
3869	159290	252313
3870	159327	252265
3871	159367	252221
3872	159405	252176
3873	159442	252128
3874	159483	252087
3875	159532	252057
3876	159575	252020
3877	159616	251979
3878	159657	251937
3879	159695	251891
3880	159732	251842
3881	159768	251794
3882	159809	251752
3883	159845	251702
3884	159882	251656
3885	159922	251612
3886	159964	251572
3887	160006	251532
3888	160047	251491
3889	160086	251446
3890	160123	251399
3891	160165	251359
3892	160239	251369
3893	160278	251325
3894	160315	251277
3895	160356	251236
3896	160397	251195
3897	160442	251159
3898	160483	251117
3899	160516	251064
3900	160556	251021
3901	160601	250986
3902	160647	250952
3903	160699	250928
3904	160741	250889
3905	160787	250854
3906	160825	250808
3907	160869	250771
3908	160911	250731
3909	160948	250684
3910	160986	250638
3911	161025	250593
3912	161065	250551
3913	161107	250510
3914	161150	250471
3915	161190	250430
3916	161228	250384
3917	161270	250343
3918	161310	250301
3919	161350	250257
3920	161394	250221
3921	161430	250171
3922	161470	250128
3923	161502	250074
3924	161539	250025
3925	161578	249981
3926	161617	249936
3927	161656	249893
3928	161694	249847
3929	161731	249798
3930	161774	249761
3931	161812	249714
3932	161854	249674
3933	161890	249625
3934	161928	249579
3935	161965	249532
3936	161999	249480
3937	162041	249440
3938	162086	249404
3939	162125	249360
3940	162166	249318
3941	162201	249269
3942	162237	249219
3943	162278	249178
3944	162311	249124
3945	162354	249086
3946	162390	249037
3947	162428	248991
3948	162464	248942
3949	162504	248898
3950	162555	248872
3951	162599	248835
3952	162651	248811
3953	162701	248784
3954	162747	248749
3955	162796	248721
3956	162838	248681
3957	162885	248650
3958	162930	248614
3959	162977	248581
3960	163025	248551
3961	163077	248525
3962	163124	248494
3963	163171	248462
3964	163215	248425
3965	163262	248393
3966	163310	248361
3967	163358	248330
3968	163410	248306
3969	163457	248273
3970	163504	248242
3971	163544	248199
3972	163594	248170
3973	163634	248128
3974	163673	248083
3975	163712	248038
3976	163759	248006
3977	163800	247966
3978	163844	247928
3979	163884	247886
3980	163928	247849
3981	163974	247814
3982	164013	247769
3983	164055	247730
3984	164092	247682
3985	164133	247641
3986	164180	247609
3987	164214	247557
3988	164256	247516
3989	164297	247475
3990	164337	247433
3991	164381	247395
3992	164418	247349
3993	164456	247302
3994	164495	247257
3995	164534	247213
3996	164574	247169
3997	164608	247118
3998	164646	247073
3999	164686	247029
4000	164723	246981
4001	164760	246935
4002	164801	246892
4003	164841	246851
4004	164880	246805
4005	164918	246759
4006	164960	246719
4007	164996	246671
4008	165034	246625
4009	165078	246588
4010	165117	246544
4011	165159	246504
4012	165196	246456
4013	165234	246410
4014	165267	246357
4015	165309	246317
4016	165349	246275
4017	165394	246239
4018	165434	246196
4019	165469	246146
4020	165507	246100
4021	165543	246051
4022	165582	246007
4023	165624	245967
4024	165666	245926
4025	165703	245880
4026	165741	245834
4027	165778	245787
4028	165816	245741
4029	165853	245693
4030	165892	245648
4031	165931	245604
4032	165968	245558
4033	166007	245513
4034	166048	245472
4035	166085	245425
4036	166123	245378
4037	166158	245328
4038	166197	245284
4039	166230	245231
4040	166269	245186
4041	166308	245142
4042	166345	245095
4043	166383	245049
4044	166419	245001
4045	166455	244952
4046	166539	244973
4047	166582	244935
4048	166626	244898
4049	166668	244859
4050	166707	244814
4051	166745	244769
4052	166783	244722
4053	166825	244682
4054	166864	244638
4055	166899	244588
4056	166935	244539
4057	166977	244499
4058	167017	244457
4059	167056	244412
4060	167095	244368
4061	167136	244326
4062	167175	244282
4063	167213	244237
4064	167252	244192
4065	167287	244141
4066	167329	244102
4067	167368	244058
4068	167406	244012
4069	167450	243975
4070	167489	243931
4071	167529	243888
4072	167569	243846
4073	167610	243804
4074	167655	243768
4075	167697	243728
4076	167734	243682
4077	167770	243633
4078	167806	243584
4079	167844	243538
4080	167880	243490
4081	167917	243443
4082	167955	243397
4083	167997	243357
4084	168034	243311
4085	168071	243263
4086	168104	243211
4087	168143	243166
4088	168179	243118
4089	168216	243070
4090	168252	243022
4091	168288	242974
4092	168326	242928
4093	168361	242877
4094	168404	242840
4095	168443	242796
4096	168484	242754
4097	168521	242707
4098	168558	242660
4099	168592	242608
4100	168626	242556
4101	168666	242514
4102	168700	242462
4103	168734	242411
4104	168767	242358
4105	168800	242306
4106	168833	242253
4107	168870	242206
4108	168908	242161
4109	168948	242118
4110	168983	242068
4111	169016	242015
4112	169052	241966
4113	169090	241921
4114	169121	241866
4115	169151	241809
4116	169187	241760
4117	169221	241709
4118	169257	241661
4119	169294	241613
4120	169328	241563
4121	169367	241519
4122	169400	241467
4123	169440	241423
4124	169478	241378
4125	169516	241332
4126	169545	241275
4127	169579	241224
4128	169618	241179
4129	169654	241131
4130	169687	241078
4131	169724	241031
4132	169761	240984
4133	169800	240940
4134	169835	240891
4135	169871	240842
4136	169908	240795
4137	169943	240746
4138	169980	240699
4139	170012	240645
4140	170044	240591
4141	170079	240542
4142	170119	240499
4143	170152	240446
4144	170189	240400
4145	170224	240350
4146	170256	240296
4147	170294	240251
4148	170327	240198
4149	170365	240153
4150	170403	240108
4151	170438	240058
4152	170474	240010
4153	170508	239960
4154	170546	239913
4155	170580	239864
4156	170614	239812
4157	170644	239755
4158	170678	239704
4159	170711	239652
4160	170746	239602
