iter	MultiClass
367	0.6556212244
368	0.6545023423
369	0.6534221928
370	0.6523683075
371	0.6512978292
372	0.6502724362
373	0.649258516
374	0.6481356517
375	0.6470181919
376	0.6460310099
377	0.6450427376
378	0.6439959635
379	0.642931269
380	0.6419362647
381	0.6408969811
382	0.6397864429
383	0.6387267738
384	0.6377113365
385	0.6367064239
386	0.6356679462
387	0.6346435488
388	0.6336162594
389	0.6325527028
390	0.6315665164
391	0.6305583326
392	0.6295447443
393	0.6285462318
394	0.6275351561
395	0.6265884608
396	0.6256498723
397	0.6247089608
398	0.6237056126
399	0.622682353
400	0.6217693649
401	0.620754544
402	0.6198644541
403	0.6189741746
404	0.6180540754
405	0.6170600192
406	0.6160491331
407	0.6151013
408	0.6141031194
409	0.6131086366
410	0.6121696214
411	0.6112589564
412	0.6102502511
413	0.6093611094
414	0.6084599734
415	0.6075891313
416	0.6066580807
417	0.6057462779
418	0.6048511628
419	0.6039806051
420	0.6031496807
421	0.602205024
422	0.6014045831
423	0.6006026726
424	0.5997626459
425	0.5988546357
426	0.5980697921
427	0.5971944937
428	0.5963147388
429	0.5954208563
430	0.5945624351
431	0.5936871367
432	0.5927856214
433	0.5919086636
434	0.5911556784
435	0.5902683857
436	0.5894275056
437	0.5886275388
438	0.5878436908
439	0.5870002981
440	0.5861158024
441	0.5852513604
442	0.5844867128
443	0.5837277542
444	0.5828449652
445	0.5819758298
446	0.5811240932
447	0.5803714398
448	0.5795467734
449	0.5786778276
450	0.5778128641
451	0.5769634505
452	0.5760979655
453	0.5752373162
454	0.5744558386
455	0.5737014786
456	0.5729420933
457	0.5721543578
458	0.5713148526
459	0.5704576166
460	0.5696753806
461	0.5688913904
462	0.5681424349
463	0.5674041462
464	0.5665675329
465	0.565780793
466	0.5650111201
467	0.5642331981
468	0.563439347
469	0.5625491149
470	0.561777119
471	0.5610133722
472	0.5602794925
473	0.5594566749
474	0.5587211834
475	0.5580175027
476	0.55732136
477	0.5566561275
478	0.555922153
479	0.555189743
480	0.5544983411
481	0.5537638451
482	0.5530676076
483	0.5522802988
484	0.5514783883
485	0.5507903524
486	0.5500899903
487	0.5493191322
488	0.5486438491
489	0.547920826
490	0.5471792661
491	0.5464902347
492	0.5457429859
493	0.5450398741
494	0.5443748312
495	0.5436243587
496	0.5428982065
497	0.5422047661
498	0.5415420462
499	0.5408501702
500	0.5401551653
501	0.5394387319
502	0.5387576176
503	0.5380226001
504	0.5373274529
505	0.5366664397
506	0.5359523293
507	0.5352558547
508	0.5345678662
509	0.5338549884
510	0.5331774297
511	0.5325138565
512	0.531855593
513	0.5311850507
514	0.5305466986
515	0.5298838365
516	0.5292208796
517	0.5285785452
518	0.5279340301
519	0.5272913165
520	0.5266236661
521	0.5259571062
522	0.5253416523
523	0.5246591157
524	0.5239665286
525	0.5233345767
526	0.5227406936
527	0.522167433
528	0.5215018686
529	0.5208408554
530	0.5202240741
531	0.5195602638
532	0.5189260837
533	0.5183327695
534	0.5177348567
535	0.5171244281
536	0.5165158958
537	0.5158877839
538	0.5152756486
539	0.5146215096
540	0.5139931607
541	0.5133865248
542	0.5127856726
543	0.5121818812
544	0.5115779475
545	0.5109472282
546	0.510392362
547	0.5097643924
548	0.509153869
549	0.50858497
550	0.5081188047
551	0.5075304683
552	0.5069531307
553	0.5063054392
554	0.5057311357
555	0.5051586811
556	0.5046115899
557	0.5040081303
558	0.5034176132
559	0.502761483
560	0.5021886966
561	0.5015849051
562	0.5009567933
563	0.5003928247
564	0.4998405187
565	0.4992721412
566	0.498725287
567	0.498178907
568	0.4976249416
569	0.4970795097
570	0.49653038
571	0.495968213
572	0.4954065674
573	0.4948832752
574	0.4943249957
575	0.4937907521
576	0.493267128
577	0.4927501885
578	0.4921820955
579	0.4917197228
580	0.49116187
581	0.4906175285
582	0.4900680195
583	0.4895037191
584	0.4889588087
585	0.4884163635
586	0.4879145472
587	0.4874237296
588	0.4868726561
589	0.4863173633
590	0.4858269724
591	0.4852937244
592	0.4847740352
593	0.4842622632
594	0.4836693282
595	0.4832163898
596	0.4827259041
597	0.4821653964
598	0.4816615415
599	0.4811241216
600	0.4805994071
601	0.4800832261
602	0.4795334327
603	0.4790151183
604	0.4784883178
605	0.4779541217
606	0.4774694198
607	0.4769684094
608	0.4764640805
609	0.4760016604
610	0.4754142722
611	0.4748611602
612	0.4744281807
613	0.4739105774
614	0.4734289096
615	0.4729262874
616	0.4724256089
617	0.4719727653
618	0.4714897701
619	0.470989139
620	0.4704894086
621	0.4700263249
622	0.4695939142
623	0.4690722339
624	0.4685811792
625	0.4680567492
626	0.4675790637
627	0.4670275635
628	0.4665613034
629	0.4660900654
630	0.4656302528
631	0.465155317
632	0.464654354
633	0.4641479391
634	0.4636350293
635	0.4631063799
636	0.4626516874
637	0.4621840525
638	0.4617452891
639	0.4612647591
640	0.4607522286
641	0.460293696
642	0.4598548852
643	0.4593812769
644	0.4589032121
645	0.4584846921
646	0.4580614786
647	0.4575869221
648	0.45711393
649	0.4566230176
650	0.456147418
651	0.4556847135
652	0.4552286936
653	0.4547738589
654	0.4542982593
655	0.4538376408
656	0.4533698162
657	0.4529243209
658	0.4524517555
659	0.4520489276
660	0.4515554551
661	0.4511049346
662	0.4506787818
663	0.4502275975
664	0.4497839037
665	0.4493165058
666	0.4488728594
667	0.4484962957
668	0.4480404654
669	0.4475699385
670	0.4471524615
671	0.4467295799
672	0.446259859
673	0.4458368352
674	0.4453791086
675	0.4449452757
676	0.4445289839
677	0.4440566081
678	0.4435699624
679	0.4431327162
680	0.4426456438
681	0.4421779615
682	0.4417825293
683	0.4413504979
684	0.4409038648
685	0.4405011317
686	0.4400506586
687	0.439600138
688	0.4392390294
689	0.4388074247
690	0.4383884306
691	0.4379295187
692	0.437511615
693	0.4371533983
694	0.4367408517
695	0.4363135138
696	0.4359190297
697	0.435524925
698	0.4350844549
699	0.4347038615
700	0.4342776614
701	0.4339533416
702	0.4335853587
703	0.4332129195
704	0.4327872409
705	0.4323747891
706	0.4320010699
707	0.4316034569
708	0.4311966942
709	0.4307980382
710	0.430405972
711	0.4300194051
712	0.4296408977
713	0.4292899344
714	0.4289031779
715	0.4285519776
716	0.4281134988
717	0.4277487397
718	0.4273950268
719	0.4270233461
720	0.4266219879
721	0.426202899
722	0.425828516
723	0.4254703467
724	0.4250979549
725	0.4247089702
726	0.4243217397
727	0.4239547998
728	0.4235386502
729	0.42314995
730	0.4227102859
731	0.4222557356
732	0.421888701
733	0.4215160247
734	0.4211277038
735	0.4207727108
736	0.4203908374
737	0.4199602757
738	0.4195332696
739	0.4191677994
740	0.4187959765
741	0.4184176587
742	0.4180504818
743	0.4177063453
744	0.4173456634
745	0.4169925668
746	0.4166599505
747	0.4162382067
748	0.4158834508
749	0.4155312075
750	0.4152014832
751	0.4148554978
752	0.4144828215
753	0.4141356509
754	0.4137259014
755	0.4134207345
756	0.4130422745
757	0.4126734857
758	0.4123412487
759	0.4119610346
760	0.4115731403
761	0.4112101354
762	0.4108629173
763	0.4105278833
764	0.4101449668
765	0.4097758462
766	0.4093978128
767	0.4090224343
768	0.4086706177
769	0.4082983208
770	0.4079775566
771	0.4076455092
772	0.4072804183
773	0.4069529695
774	0.4065953217
775	0.4062095134
776	0.4058466506
777	0.405459989
778	0.4050896357
779	0.4047517097
780	0.4044189512
781	0.4040774696
782	0.4037807888
783	0.4034707863
784	0.4031318173
785	0.4028111005
786	0.4024655892
787	0.4021434027
788	0.4018569621
789	0.401513679
790	0.4011757056
791	0.4008462183
792	0.400518485
793	0.4001711248
794	0.3999137928
795	0.399597248
796	0.3992578523
797	0.3989110136
798	0.3985812418
799	0.3982920041
800	0.3980031456
801	0.3976412311
802	0.397288253
803	0.3969688399
804	0.3966898423
805	0.3963589091
806	0.3960509925
807	0.3957741046
808	0.3954761438
809	0.3951392845
810	0.3947800485
811	0.3944689793
812	0.3941465558
813	0.3937769848
814	0.3934887426
815	0.3931793801
816	0.3928474513
817	0.3925166602
818	0.3922098103
819	0.3918671909
820	0.3915496031
821	0.3912050162
822	0.3908514692
823	0.3905562817
824	0.3902390257
825	0.3899660254
826	0.3896544346
827	0.3893460203
828	0.3890510225
829	0.3887389814
830	0.3884291448
831	0.3880813342
832	0.3877840844
833	0.3875136915
834	0.3872184566
835	0.3869030496
836	0.386585438
837	0.3862923128
838	0.3859803665
839	0.3857170374
840	0.3854285345
841	0.3851322093
842	0.3847841616
843	0.3845008499
844	0.3841746101
845	0.3838981963
846	0.3836055689
847	0.3833050243
848	0.3829950692
849	0.3826993128
850	0.382389168
851	0.3821297027
852	0.3818118541
853	0.3815082517
854	0.3811886964
855	0.3809035832
856	0.3806430512
857	0.3803781339
858	0.3800911717
859	0.3797833263
860	0.379517366
861	0.379204922
862	0.3788803888
863	0.3786058239
864	0.3783087876
865	0.3780501756
866	0.3777882213
867	0.3774847611
868	0.3772023739
869	0.3768886972
870	0.3765790028
871	0.376311004
872	0.3760242315
873	0.3757260336
874	0.3754095362
875	0.3751500471
876	0.3748099877
877	0.3745269605
878	0.3741937516
879	0.3738815683
880	0.3736642726
881	0.373428867
882	0.3731579762
883	0.3728759446
884	0.3725819897
885	0.372337458
886	0.3719898607
887	0.3716912836
888	0.3714220047
889	0.3711567319
890	0.3709014147
891	0.3706399108
892	0.3703640185
893	0.3700790476
894	0.369782509
895	0.3695250111
896	0.3692225939
897	0.368943786
898	0.3686636269
899	0.3683843923
900	0.3681735204
901	0.3679181085
902	0.3677235925
903	0.3674273146
904	0.3671609751
905	0.366876336
906	0.3666669574
907	0.3663655358
908	0.3660806833
909	0.3658176624
910	0.3655268365
911	0.3652560643
912	0.3649869514
913	0.3647276756
914	0.3644716711
915	0.3642669386
916	0.363987301
917	0.3637424848
918	0.3634511138
919	0.3631863861
920	0.3629116553
921	0.3626531855
922	0.3623737613
923	0.3620876999
924	0.3618007852
925	0.3615228544
926	0.3612503518
927	0.3609977843
928	0.3607462362
929	0.360498054
930	0.3602503696
931	0.3599778433
932	0.359698822
933	0.3594661424
934	0.3592125556
935	0.3589194778
936	0.358692416
937	0.358472987
938	0.3582752709
939	0.3580381111
940	0.3577403636
941	0.3574297685
942	0.3571915183
943	0.3569672536
944	0.3567377266
945	0.3565200279
946	0.3562882727
947	0.3560174531
948	0.3557761214
949	0.3555793534
950	0.3553131798
951	0.355075546
952	0.3548649348
953	0.3546184357
954	0.3543535895
955	0.3541101007
956	0.3539183818
957	0.3536560008
958	0.3533985977
959	0.3531596839
960	0.3529031104
961	0.3526590054
962	0.3524382489
963	0.3522003543
964	0.3519230397
965	0.351680191
966	0.3514380533
967	0.351170339
968	0.3509258783
969	0.3507204347
970	0.3505271513
971	0.3503188157
972	0.3501152684
973	0.3498295863
974	0.3495910517
975	0.3493646062
976	0.3491134136
977	0.3488657292
978	0.3486166226
979	0.3483792495
980	0.348142469
981	0.3478945476
982	0.3476693347
983	0.3474147761
984	0.347209285
985	0.3469299793
986	0.3466992197
987	0.3464496864
988	0.3462014568
989	0.345985607
990	0.3457560326
991	0.3455513475
992	0.3453239538
993	0.3450989306
994	0.3448818719
995	0.3446876166
996	0.3444977229
997	0.3442636921
998	0.3440805777
999	0.3438413557
1000	0.3436310764
1001	0.3433955759
1002	0.3431596251
1003	0.3429499858
1004	0.3427624151
1005	0.3425394778
1006	0.3422859859
1007	0.3420919676
1008	0.3419024058
1009	0.3416942598
1010	0.3414808753
1011	0.3412487408
1012	0.3409806709
1013	0.34076027
1014	0.3405010654
1015	0.3403014529
1016	0.340068394
1017	0.3398310446
1018	0.3396141282
1019	0.3393649978
1020	0.3391318203
1021	0.3389012029
1022	0.3386947163
1023	0.3384679626
1024	0.338262282
1025	0.3380327549
1026	0.3378118562
1027	0.3375978791
1028	0.3373838071
1029	0.3371392517
1030	0.3369011912
1031	0.3366686774
1032	0.3364942388
1033	0.3362889136
1034	0.3360683942
1035	0.3358693032
1036	0.3356405821
1037	0.3354736814
1038	0.3352497011
1039	0.3350774907
1040	0.3348984297
1041	0.3346874867
1042	0.3344740311
1043	0.3342903241
1044	0.3340675765
1045	0.3338268137
1046	0.3336308043
1047	0.3334412424
1048	0.3332640304
1049	0.3330433213
1050	0.3328395132
1051	0.3326255598
1052	0.3323998017
1053	0.3321858957
1054	0.3319777261
1055	0.3317817641
1056	0.3315985075
1057	0.331379434
1058	0.3311746778
1059	0.3309703719
1060	0.3307852427
1061	0.330589423
1062	0.330391778
1063	0.3301759282
1064	0.3299936909
1065	0.3297952637
1066	0.3295957224
1067	0.3293897335
1068	0.329196782
1069	0.3289678238
1070	0.3287644662
1071	0.3285322843
1072	0.3283146804
1073	0.3281173199
1074	0.3279373582
1075	0.3276955287
1076	0.3274905354
1077	0.3273068285
1078	0.3271054619
1079	0.3268908448
1080	0.3266662956
1081	0.3264934926
1082	0.3262798947
1083	0.32609633
1084	0.3258921189
1085	0.3257131291
1086	0.3255288058
1087	0.3253457626
1088	0.3251958814
1089	0.3250121033
1090	0.3248062567
1091	0.324627741
1092	0.3244378472
1093	0.3242150047
1094	0.3239913089
1095	0.3237992581
1096	0.3235929137
1097	0.3234247567
1098	0.3232235561
1099	0.3230088678
1100	0.3227923543
1101	0.3225742764
1102	0.3223906405
1103	0.3222232894
1104	0.322016305
1105	0.3217860906
1106	0.3216369205
1107	0.3214666301
1108	0.3212669228
1109	0.3210777876
1110	0.3208837457
1111	0.3206831614
1112	0.3204964677
1113	0.3203150363
1114	0.3201692323
1115	0.3199587397
1116	0.3197651481
1117	0.3196078238
1118	0.3194190205
1119	0.3192192895
1120	0.3190232327
1121	0.3188548386
1122	0.3186599433
1123	0.3185010783
1124	0.3182930983
1125	0.31809716
1126	0.3179207776
1127	0.3177429493
1128	0.317542199
1129	0.3173254485
1130	0.3171346303
1131	0.3169497145
1132	0.3167396722
1133	0.3165398464
1134	0.3163511853
1135	0.3161527818
1136	0.3159957894
1137	0.3158424237
1138	0.3156650932
1139	0.3155010369
1140	0.3153064024
1141	0.3151300674
1142	0.3149525946
1143	0.3147736759
1144	0.3145897082
1145	0.3144240637
1146	0.3142655069
1147	0.3140630973
1148	0.3138686287
1149	0.3136748949
1150	0.313484053
1151	0.313292334
1152	0.31310711
1153	0.3129489324
1154	0.3127507659
1155	0.3125815896
1156	0.3124121999
1157	0.3122555631
1158	0.3120640575
1159	0.3119149822
1160	0.3117379598
1161	0.311569305
1162	0.3113844839
1163	0.311212392
1164	0.3110112388
1165	0.3108646762
1166	0.3107030852
1167	0.3105252568
1168	0.3103526908
1169	0.3101900331
1170	0.3100524781
1171	0.3098791298
1172	0.3096928865
1173	0.3095580812
1174	0.3093612184
1175	0.3091712062
1176	0.3089624676
1177	0.308779377
1178	0.3085812816
1179	0.3083829492
1180	0.3082425971
1181	0.3080925974
1182	0.3079134179
1183	0.3077184989
1184	0.3075695422
1185	0.3074073823
1186	0.3072856142
1187	0.3071256351
1188	0.3069674101
1189	0.306791478
1190	0.306621235
1191	0.3064596677
1192	0.3062936677
1193	0.3061217417
1194	0.3059505505
1195	0.3057950989
1196	0.3056367316
1197	0.3054773451
1198	0.3053528274
1199	0.3051791709
1200	0.3050126258
1201	0.3048299381
1202	0.3046892067
1203	0.3045237519
1204	0.3043483177
1205	0.3042040307
1206	0.3040642238
1207	0.3038795923
1208	0.3037178117
1209	0.3035744492
1210	0.3034372971
1211	0.3032962576
1212	0.3030932317
1213	0.302885631
1214	0.302755685
1215	0.3026182722
1216	0.3024585775
1217	0.302303837
1218	0.3021349451
1219	0.3019546041
1220	0.3017858071
1221	0.3016365422
1222	0.3014554427
1223	0.3012861478
1224	0.3011249598
1225	0.3009577746
1226	0.3007832411
1227	0.3005945089
1228	0.300439318
1229	0.3002694069
1230	0.3001003253
1231	0.299922734
1232	0.2997768352
1233	0.2996235643
1234	0.2994656711
1235	0.2993038668
1236	0.2991370846
1237	0.2990044363
1238	0.2988548158
1239	0.2987208401
1240	0.2985492223
1241	0.2983814919
1242	0.2982457384
1243	0.2981032055
1244	0.2979599615
1245	0.2978026609
1246	0.2976218458
1247	0.2974854523
1248	0.2973486321
1249	0.2971687652
1250	0.2969793693
1251	0.2968020387
1252	0.2966708127
1253	0.2965022289
1254	0.2963595538
1255	0.2961734765
1256	0.2960445734
1257	0.2958553197
1258	0.2957010059
1259	0.2955290324
1260	0.2953833706
1261	0.2952163276
1262	0.2950693858
1263	0.2949102837
1264	0.2947798873
1265	0.294643233
1266	0.2944981164
1267	0.2943455803
1268	0.2942042801
1269	0.2940675547
1270	0.2938893234
1271	0.2937064935
1272	0.2935396164
1273	0.2933754417
1274	0.29324258
1275	0.2930911107
1276	0.2929207254
1277	0.2927410719
1278	0.2926214135
1279	0.2924827443
1280	0.292340567
1281	0.2921690203
1282	0.2920196369
1283	0.2918889323
1284	0.2917644383
1285	0.2915931286
1286	0.2914560713
1287	0.2913223801
1288	0.2911840665
1289	0.2910736527
1290	0.2909352917
1291	0.2907837987
1292	0.2906779598
1293	0.29050345
1294	0.2903729588
1295	0.2902299281
1296	0.290061937
1297	0.2899180055
1298	0.289790027
1299	0.2896507652
1300	0.2894918054
1301	0.2893541081
1302	0.2891973528
1303	0.2890493916
1304	0.2888582416
1305	0.2886898238
1306	0.2885870427
1307	0.2884249065
1308	0.2882759735
1309	0.2881231056
1310	0.2879723473
1311	0.2878205935
1312	0.2876590025
1313	0.2875155689
1314	0.2873690063
1315	0.2872324705
1316	0.2870772559
1317	0.2869708244
1318	0.2868422532
1319	0.2867065234
1320	0.2865820768
1321	0.2864554967
1322	0.2863406029
1323	0.2862003218
1324	0.2860489236
1325	0.2859111315
1326	0.2857751647
1327	0.2856527092
1328	0.2854968071
1329	0.2853525913
1330	0.2852199667
1331	0.2850960652
1332	0.2849660481
1333	0.2848452282
1334	0.284722109
1335	0.2845760442
1336	0.284419431
1337	0.2843015267
1338	0.2841770563
1339	0.2840558097
1340	0.283957011
1341	0.2838386326
1342	0.2836845083
1343	0.2835704678
1344	0.2834265127
1345	0.2832651587
1346	0.2831327712
1347	0.2830264108
1348	0.2828944499
1349	0.2827401835
1350	0.2825957305
1351	0.2824702409
1352	0.2823316903
1353	0.2821774476
1354	0.2820232996
1355	0.2818771163
1356	0.2817713722
1357	0.2816030966
1358	0.2814545903
1359	0.2813373497
1360	0.281179338
1361	0.2810222034
1362	0.280888038
1363	0.280780445
1364	0.2806347121
1365	0.280487462
1366	0.2803803194
1367	0.2802204351
1368	0.2800964151
1369	0.279941319
1370	0.2798328489
1371	0.279693682
1372	0.2795682635
1373	0.2794462821
1374	0.2793075419
1375	0.2791825026
1376	0.279079366
1377	0.278960632
1378	0.2788247126
1379	0.2787267434
1380	0.2786202645
1381	0.2784973586
1382	0.2783796202
1383	0.2782608151
1384	0.2781202023
1385	0.2779848517
1386	0.2778751491
1387	0.277751058
1388	0.277620306
1389	0.2774853821
1390	0.2773653919
1391	0.2772518254
1392	0.2771668461
1393	0.2770587553
1394	0.2769308953
1395	0.2768256016
1396	0.2766734448
1397	0.2765803587
1398	0.2764538261
1399	0.2762977581
1400	0.2761766538
1401	0.2760800357
1402	0.2759257456
1403	0.2757884987
1404	0.2756904348
1405	0.2755810402
1406	0.2754651271
1407	0.2753428375
1408	0.2751990246
1409	0.2750757868
1410	0.274935814
1411	0.2748116755
1412	0.2747041536
1413	0.2745703438
1414	0.2744545491
1415	0.2743523844
1416	0.2742480625
1417	0.2741068333
1418	0.2740206215
1419	0.2739005127
1420	0.273808114
1421	0.2736500786
1422	0.2735594577
1423	0.2734320006
1424	0.2732738467
1425	0.2731780821
1426	0.2730612207
1427	0.272940709
1428	0.2727759653
1429	0.2726566625
1430	0.272533401
1431	0.2724149752
1432	0.2722951983
1433	0.2722046485
1434	0.272071218
1435	0.271939589
1436	0.2718323041
1437	0.2717246637
1438	0.2716261257
1439	0.2715241505
1440	0.2714095411
1441	0.2712996962
1442	0.2712086486
1443	0.2711054646
1444	0.2710062865
1445	0.2708681389
1446	0.2707605933
1447	0.2706371422
1448	0.2705332233
1449	0.2704314852
1450	0.2703140787
1451	0.2701966011
1452	0.2700635972
1453	0.2699416395
1454	0.269825276
1455	0.2697277335
1456	0.2696049698
1457	0.2695005532
1458	0.2694277341
1459	0.2692965792
1460	0.2691592375
1461	0.2690471644
1462	0.2689402588
1463	0.2688009733
1464	0.2686718333
1465	0.2685437362
1466	0.2684439418
1467	0.2683392407
1468	0.2682534555
1469	0.268120902
1470	0.2680153713
1471	0.2679140598
1472	0.2678034564
1473	0.2677050843
1474	0.2675727916
1475	0.2674753439
1476	0.2673532914
1477	0.2672211883
1478	0.2670981165
1479	0.2669942213
1480	0.2668867942
1481	0.2667462288
1482	0.2666333023
1483	0.2665293123
1484	0.2664379803
1485	0.2663618664
1486	0.2662684721
1487	0.2661526301
1488	0.2660803799
1489	0.2659704402
1490	0.265861899
1491	0.2657586676
1492	0.2656405025
1493	0.265511481
1494	0.2654209312
1495	0.2653032402
1496	0.2651614184
1497	0.2650401719
1498	0.2649492665
1499	0.2648254836
1500	0.2647273011
1501	0.2646339069
1502	0.2645054542
1503	0.264437613
1504	0.2643669273
1505	0.2642528157
1506	0.2641451989
1507	0.2640224827
1508	0.263903891
1509	0.2637773821
1510	0.2636788677
1511	0.2635835771
1512	0.2634894955
1513	0.2633927115
1514	0.2632835777
1515	0.2632078194
1516	0.2631011982
1517	0.2629629795
1518	0.2628507167
1519	0.2627404689
1520	0.2626702098
1521	0.2625614553
1522	0.2624517526
1523	0.2623447996
1524	0.2622274879
1525	0.2621164104
1526	0.262020622
1527	0.2619153283
1528	0.2618468471
